application_id,business_name,sector,region,ethnic_group,years_in_operation,owner_gender,owner_age,disability_status,num_employees,annual_revenue_ghs,monthly_momo_volume_ghs,avg_monthly_bank_balance_ghs,bank_account_tenure_months,has_momo_account,gra_tin,loan_amount_requested_ghs,loan_purpose,collateral_type,collateral_value_ghs,previous_loan_count,previous_default,credit_bureau_score,rm_recommendation,internal_risk_grade,application_date,contact_phone,days_past_due_current,loan_default
SBG-2025-01142,Madina Digital,Hospitality,Eastern,Akan,2.1,Female,39,No,2,55962.32,3456.97,11980.78,9,TRUE,P002587197,36677.96,Inventory Purchase,Cash Deposit,359519.16,6,No,629,Approve,A,02/06/2024,0555234535,0,0
SBG-2025-01120,Haatso PropertiesEnterprises,Education,Greater Accra,Akan,0.7,Male,39,No,3,51979.07,7487.65,2165.68,54,1,V006038571,21850.96,Inventory Purchase,Guarantor Only,0,0,,429,Approve,C,01/01/2024,0247261034,0,0
SBG-2025-00513,Prestea Gold ServicesGH,Retail/Trading,Eastern,Akan,13.5,F,30,No,5,31611.4,6297.34,4986.68,1,yes,C004265992,22119.4,Business Expansion,Cash Deposit,181760,0,,,Approve,A,12/12/2024,0279715054,0,0
SBG-2025-00634,Tamale Agri ServicesGH,Education,Volta,Ewe,3.8,Male,44,No,10,206826.07,2077.41,,7,0,,23975.74,Renovation,Cash Deposit,,1,No,542,Approve,A,21/11/2024,0593108876,0,0
SBG-2025-02619,Cape Coast HospitalityGH,Agriculture,Central,Ga-Adangbe,9.2,Female,39,No,4,$9969.67,916.24,2776.84,25,Y,P009106873,816.02,Asset Purchase,None,0,0,,417,Refer,A,20/03/2024,0265002371,0,0
SBG-2025-01665,Ridge ConsultingVentures,Education,Ashanti,Ga-Adangbe,24.2,female,41,No,5,,,53334.14,12,Y,C008005197,11702.48,Business Expansion,None,0,1,No,,Refer,A,28/05/2024,0267586971,0,0
SBG-2025-01013,Sowutuom Ventures,Education,Greater Accra,Ga-Adangbe,14.4,female,24,No,4,57310.6,5568.9,3452.8,28,1,P004335035,11012.28,Equipment,Land,55917.38,3,Yes,375,Approve,B,03/18/2025,0590212723,0,0
SBG-2025-01932,Tema Cold StorageVentures,Education,Western,Akan,4.1,M,26,No,29,54549.67,3281.3,3643.9,15,no,,16302.64,Asset Purchase,Equipment,69350.91,1,No,,Decline,B,10/08/2024,0598576058,0,0
SBG-2025-01151,Oyibi LogisticsLtd,Retail/Trading,Eastern,Akan,6.2,male,53,No,25,40068.74,,7116.57,46,N,C003876750,8547.47,Renovation,Land,,3,No,,Approve,C,17/10/2024,0204947579,0,0
SBG-2025-02842,Ama Beauty SuppliesCo,Retail/Trading,Greater Accra,Akan,7,Female,41,No,4,39333.56,3731.19,12400.82,18,yes,PENDING,88817.51,Renovation,Cash Deposit,72569.54,1,No,,Approve,B,02/15/2025,0277722136,0,0
SBG-2025-00117,Golden Gate Imports,Fishing,North East,Akan,8.1,Male,34,No,9,148089.17,2016.49,116140.45,13,Yes,P001032507,16499.87,Equipment,Property,46755.39,3,No,425,Approve,B,04/02/2025,0277049319,0,0
SBG-2025-00741,Kofi MotorsCo,Healthcare,Savannah,Gurma,3.1,M,23,No,15,170392.02,6037.62,2389.15,67,TRUE,C001997847,7937.67,Debt Refinancing,Equipment,33416.32,3,No,,Refer,B,11/10/2025,0245898306,0,0
SBG-2025-02799,Madina DigitalEnterprises,Hospitality,Western,Akan,19.9,Male,49,No,9,8812.65,,9246,26,Yes,P002070732,36305.56,Vehicle Purchase,None,0,2,No,631,Decline,B,14/07/2024,0594510312,0,0
SBG-2025-01975,Haatso PropertiesEnterprises,Manufacturing,Upper West,Mole-Dagbani,1.8,Female,34,No,11,78701.72,5874.03,4824.78,8,1,,12836.63,Asset Purchase,Property,8260.17,4,No,,Approve,B,15/09/2024,0202848514,0,0
SBG-2025-01082,Lapaz CateringGH,Fishing,Greater Accra,Ga-Adangbe,0.5,female,55,No,1,17238.39,,19531.28,28,0,PENDING,23546.36,Renovation,Guarantor Only,0,1,No,,Approve,C,12/03/2024,0591738139,0,0
SBG-2025-01811,Circle ManufacturingLtd,Hospitality,Eastern,Ewe,5.4,F,42,No,9,6375.48,2702.79,4777.77,56,yes,PENDING,16561.59,Inventory Purchase,Cash Deposit,136776.97,2,No,,Approve,B,19/09/2024,0540674237,0,0
SBG-2025-00831,Nana Ama Textiles,Education,Ahafo,Akan,1.3,Female,51,No,19,51910.58,2982.89,,207,Yes,,53128.62,Inventory Purchase,Land,13909.28,1,No,,Decline,B,16/09/2025,0207955580,0,0
SBG-2025-00120,East Legon PropertiesEnterprises,Agriculture,Ashanti,Akan,3.9,Male,39,No,8,25619.12,3453.95,6193.13,1,No,V008752025,16157.63,Asset Purchase,Property,,1,Yes,,Approve,B,09/10/2024,0264447107,0,0
SBG-2025-00657,Abokobi PoultryCo,Agriculture,Greater Accra,Mole-Dagbani,1.7,Female,46,No,5,$2945.52,6201.38,51788.82,9,No,,230130.39,Asset Purchase,Land,53284.51,2,Yes,477,Approve,A,01/03/2025,0207504602,0,0
SBG-2025-02953,Kasoa Trading HubGH,Agriculture,Ashanti,Akan,6.3,male,50,No,3,20246.71,17510.31,,9,0,,41185.38,Inventory Purchase,Vehicle,17781.91,1,No,618,Decline,D,12/08/2025,0541414710,135,1
SBG-2025-02728,Nkrumah Circle Electronics,Hospitality,Eastern,Akan,1.3,female,52,No,23,12243.87,5834.79,26805.13,32,1,,16352.33,Renovation,Guarantor Only,0,1,No,,Approve,A,04/24/2024,0276509378,0,0
SBG-2025-02969,Tamale Agri ServicesEnterprises,Hospitality,Volta,Ewe,14.7,female,40,No,3,53918.14,5918.49,38483.37,38,N,V004766202,21098.56,Asset Purchase,Stock/Inventory,,0,,,Approve,A,12/15/2024,0547246006,0,0
SBG-2025-00636,Bolgatanga CraftsVentures,Retail/Trading,Central,Akan,3,M,32,No,4,"GHS 729,412.64",7078.14,8223.25,23,yes,C007817025,23533.47,Inventory Purchase,Cash Deposit,,1,No,,Decline,A,17/09/2024,0278248819,0,0
SBG-2025-00370,Aflao Border TradeEnterprises,Transport,Western,Akan,0.4,female,43,No,1,18017.78,24171.36,17904.53,3,No,C004895219,13957.41,Working Capital,Guarantor Only,0,2,No,,Decline,D,20/09/2025,0598618753,137,1
SBG-2025-00269,Adom VenturesCo,Mining/Quarrying,Greater Accra,Ga-Adangbe,2.2,Female,46,Yes,10,169491.69,3869.84,56829.57,7,No,P001928026,17473.67,Debt Refinancing,None,0,2,No,,Refer,B,20/12/2024,0275946013,0,0
SBG-2025-00047,Korle Bu SuppliesGH,Construction,Bono East,Ga-Adangbe,1.9,M,32,No,9,239886.9,,71410.43,1,Yes,V000201078,75242.12,Business Expansion,Vehicle,27192.14,2,No,695,Approve,B,15/08/2025,0201839455,0,0
SBG-2025-00992,Aflao Border TradeLtd,Manufacturing,Upper East,Mole-Dagbani,5.9,Female,39,Yes,6,67263.84,2011.91,2872.67,14,Yes,C007586279,25378,Business Expansion,Guarantor Only,0,2,No,502,Approve,B,17/04/2024,0265912093,0,0
SBG-2025-00877,Achimota FarmsEnterprises,Fishing,Ashanti,Ewe,6.3,Female,33,No,1,28643.54,584.11,18293.4,39,no,,22156.45,Renovation,Land,101521.94,0,,681,Approve,B,18/09/2024,0208185172,0,0
SBG-2025-00774,East Legon PropertiesEnterprises,Retail/Trading,Western North,Guan,2.5,Male,38,No,9,61154.73,2063.84,20851.1,67,no,P004799796,29175.14,Asset Purchase,Property,41760.12,0,,,Approve,B,16/06/2024,0599293449,0,0
SBG-2025-01220,Takoradi MarineLtd,Education,Ashanti,Mole-Dagbani,1.6,Female,51,No,26,33825.09,1690.48,1282.09,57,Y,V000720405,35615.27,Asset Purchase,Equipment,134242.8,1,No,,Refer,A,17/12/2025,0556142206,0,0
SBG-2025-01127,Bolgatanga CraftsLtd,Education,Central,Akan,0.5,female,51,No,20,89996.44,2287.13,8307.65,32,No,C003306674,31002.72,Business Expansion,Vehicle,58508.12,1,No,,Refer,A,05/20/2024,0543798873,0,0
SBG-2025-00005,Kaneshie MotorsLtd,Transport,Ahafo,Grusi,0.8,Female,54,No,4,"GHS 1,607,473.62",7196.22,3219.65,20,no,V001278749,19513.87,Renovation,Stock/Inventory,19047.06,1,No,,Approve,B,03/24/2024,0263264409,0,0
SBG-2025-01596,Prestea Gold Services,Construction,Northern,Grusi,4.3,male,51,No,21,4133.28,8091.02,4486.66,12,no,,5684.57,Renovation,Guarantor Only,0,1,No,,Decline,A,01/02/2025,0264874382,0,0
SBG-2025-02312,Nkrumah Circle ElectronicsVentures,ICT,Northern,Grusi,10.4,Male,39,No,8,86496.03,5975.92,5818.21,1,No,P009577030,28411.25,Vehicle Purchase,Property,53115.43,0,,352,Approve,B,05/07/2025,0209913387,0,0
SBG-2025-02492,Tamale Agri ServicesCo,Healthcare,Upper West,Mole-Dagbani,1.1,Male,42,No,4,11088.9,3367.51,36223.26,57,yes,V005793256,15942.49,Asset Purchase,Land,35485.77,2,No,402,Approve,A,01/09/2024,0248716723,0,0
SBG-2025-01078,Madina Digital,Mining/Quarrying,Western,Akan,5.7,male,55,No,33,23893.59,3301.25,7911.52,10,1,V002494618,50541.51,Debt Refinancing,Vehicle,263188.32,0,No,,Refer,C,13/12/2025,0249747229,0,0
SBG-2025-00838,Tamale Agri ServicesLtd,Hospitality,Western,Akan,2.3,Male,50,No,23,107747.63,1788.07,22992.86,4,TRUE,V000262834,47546.21,Inventory Purchase,Property,25843.87,0,,573,Approve,B,08/25/2025,0273986764,0,0
SBG-2025-00682,Lapaz CateringEnterprises,Services,Ashanti,Ga-Adangbe,1.5,M,35,No,4,41800.61,,668.12,1,yes,,32907.83,Equipment,Property,222268.68,2,No,,Approve,B,05/14/2024,0275611122,0,0
SBG-2025-01716,Nkrumah Circle ElectronicsVentures,Healthcare,Greater Accra,Akan,26.4,male,35,No,2,55342.1,22329.56,,14,0,,4884.32,Renovation,Property,29199.1,1,No,356,Approve,A,03/03/2024,0208009243,0,0
SBG-2025-02353,Obuasi Mining SuppliesVentures,Fishing,Volta,Mole-Dagbani,4.7,Female,48,No,3,31817.62,978.01,31497.98,216,Y,P006836560,9226.39,Inventory Purchase,Stock/Inventory,72471.45,2,No,,Approve,A,25/03/2024,0550339190,0,0
SBG-2025-02618,Madina Auto Parts,Transport,Ashanti,Ga-Adangbe,1.6,Female,53,No,5,,,38133.28,20,TRUE,C005916365,75426.36,Debt Refinancing,None,0,3,No,400,Approve,B,25/03/2024,0265242566,0,0
SBG-2025-02362,Ho Electrical,Agriculture,Greater Accra,Ga-Adangbe,2.7,Male,47,No,1,"GHS 1,431,191.81",,6545.75,11,Yes,,12070.12,Business Expansion,Land,26708.45,1,Yes,501,Approve,B,07/11/2025,0264552561,0,0
SBG-2025-02198,Obuasi Mining SuppliesEnterprises,Mining/Quarrying,Eastern,Akan,10,Male,41,No,2,232182.98,10363.69,1969.54,117,yes,,26758.5,Equipment,Vehicle,22871.63,1,Yes,,Decline,B,11/07/2024,0200588424,0,0
SBG-2025-01149,Tarkwa HardwareVentures,Services,Upper East,Gurma,9.5,Female,40,No,6,66094.28,2388.61,42388.18,98,yes,P001097649,32769.92,Business Expansion,None,0,4,No,,Refer,C,27/06/2025,0548243344,0,0
SBG-2025-00575,Osei & Sons,Construction,Ashanti,Ga-Adangbe,9.9,female,42,No,1,$745.58,1642.13,7679.91,42,Y,,39913.36,Asset Purchase,Stock/Inventory,47796.75,0,,583,Approve,A,04/09/2025,0205783557,0,0
SBG-2025-00051,Kumasi MetalworksEnterprises,Services,Greater Accra,Ewe,17.5,Male,34,No,2,85033.25,2462.72,7469.76,3,Y,P009285243,53823.9,Renovation,Stock/Inventory,244075.18,4,No,,Approve,A,15/01/2025,0554961276,0,0
SBG-2025-00854,Sunyani TimberLtd,Services,Central,Akan,11.4,Female,54,No,47,39177.62,5312.45,21905.45,83,TRUE,C009594823,41155.81,Debt Refinancing,Land,,1,No,,Approve,A,04/03/2025,0243575999,0,0
SBG-2025-01983,Ashaiman Steel WorksEnterprises,ICT,Western,Akan,3.1,female,49,No,78,1028139.09,,703.58,2,No,,27859.33,Debt Refinancing,None,0,0,,,Approve,B,06/08/2024,0551229261,0,0
SBG-2025-01824,Ashaiman Steel WorksVentures,Healthcare,Bono,Akan,7.5,female,32,No,13,102193.04,5490.94,2516.98,46,Yes,C004543498,15498.78,Renovation,Cash Deposit,78307.96,0,,,Decline,E,10/03/2024,0599186283,37,1
SBG-2025-00834,Adom VenturesLtd,Hospitality,Upper East,Mole-Dagbani,1,M,38,No,52,98809.37,559.39,1900.55,2,yes,,21345.52,Renovation,Equipment,14932.6,1,No,,Approve,A,14/08/2024,0267532442,0,0
SBG-2025-01116,Sowutuom VenturesVentures,Services,Ashanti,Ga-Adangbe,4.3,female,28,No,16,9187.99,2108.24,80778.6,35,No,,11499.46,Renovation,Equipment,300644.28,4,No,471,Approve,A,11/22/2024,0273821823,0,0
SBG-2025-01167,Ho Electrical,Retail/Trading,Ashanti,Ga-Adangbe,8.9,Male,34,No,40,957231.45,5339.55,3962.13,19,1,,27530.18,Inventory Purchase,Vehicle,7292.37,0,,,Approve,B,04/27/2024,0543741147,0,0
SBG-2025-02519,Madina Auto PartsVentures,Mining/Quarrying,Eastern,Akan,5.8,Male,43,No,2,20599.46,6633.26,16054.69,18,No,V006996633,4938.71,Asset Purchase,Land,99766.67,1,No,719,Approve,A,20/03/2025,0260476040,0,0
SBG-2025-01907,Osei & SonsVentures,Construction,Greater Accra,Akan,15.9,female,33,No,6,167516.26,27615.77,1431.9,34,N,V004364358,230502.85,Asset Purchase,Cash Deposit,13638.29,3,No,,Approve,A,09/03/2024,0555079175,0,0
SBG-2025-00972,Aflao Border TradeCo,Healthcare,Greater Accra,Akan,13.8,M,32,No,7,32559.83,8006.65,13643.86,51,1,,12193.1,Working Capital,Property,50771.24,1,Yes,,Approve,A,27/09/2024,0204073117,0,0
SBG-2025-00400,Ashongman EstatesVentures,Healthcare,Western,Akan,7,male,39,No,2,37586.67,408.8,1690.22,68,N,C003103882,16241.44,Inventory Purchase,Property,22211.54,0,No,,Approve,B,07/01/2025,0202378057,0,0
SBG-2025-02560,Pantang AgribusinessLtd,Retail/Trading,Northern,Gurma,3.5,M,33,No,16,21048.57,,707704.4,35,yes,C006548799,58024.68,Working Capital,Land,160260.65,1,No,,Approve,A,20/01/2025,0203882023,0,0
SBG-2025-02369,Labadi ImportsEnterprises,Agriculture,Central,Ga-Adangbe,2.1,male,49,No,5,"GHS 563,100.19",,2225.82,47,yes,V001799523,8671.86,Working Capital,None,,2,No,,Approve,C,17/05/2024,0596270180,0,0
SBG-2025-00020,Agbogbloshie RecyclingCo,Mining/Quarrying,Bono,Akan,1.7,female,54,No,36,$5687.43,,1505.34,0,1,C003847412,5454.03,Debt Refinancing,Guarantor Only,,1,Yes,518,Refer,C,19/07/2025,0261427357,57,1
SBG-2025-00685,Kofi MotorsEnterprises,ICT,Western,Akan,13.3,Female,42,No,1,57295.22,14281.2,1818.8,0,Yes,,57990.22,Business Expansion,Stock/Inventory,53874.57,1,No,647,Approve,C,01/11/2024,0593553570,148,1
SBG-2025-00036,Dzorwulu DigitalCo,Healthcare,Greater Accra,Grusi,8.3,Male,34,No,7,,2458.28,11884.52,25,No,P004531453,21945.75,Equipment,Stock/Inventory,111244.08,1,Yes,,Approve,B,12/13/2025,0209627485,0,0
SBG-2025-02866,East Legon PropertiesEnterprises,Services,Western,Akan,4.3,Male,47,No,9,317403.79,1859.6,48470.76,22,N,,20257.7,Working Capital,Guarantor Only,0,1,No,815,Refer,B,06/06/2024,0590079088,0,0
SBG-2025-00525,Kasoa Trading HubGH,Agriculture,Ashanti,Akan,9.1,Male,41,No,26,119964.63,1943.58,20356.56,23,Y,,7677.65,Renovation,Property,7443.14,1,No,647,Approve,B,14/02/2025,0591559695,0,0
SBG-2025-02456,Circle ManufacturingGH,Manufacturing,Greater Accra,Akan,0.7,Male,26,No,4,22219.78,2857.26,,31,1,PENDING,14897.87,Working Capital,Equipment,,1,No,767,Approve,C,14/04/2025,0247183201,0,0
SBG-2025-00921,Dzorwulu DigitalCo,Mining/Quarrying,Eastern,Ga-Adangbe,10.1,female,39,No,5,564309.2,263.7,6093.8,45,No,,71120.17,Equipment,None,0,1,Yes,,Approve,B,02/01/2025,0246279442,0,0
SBG-2025-01842,Aflao Border TradeVentures,Education,Central,Akan,2.8,Female,44,No,7,40185.34,,,17,1,C009171664,24023.49,Asset Purchase,Stock/Inventory,28385.08,2,No,,Approve,B,09/07/2025,0593010833,0,0
SBG-2025-01891,Dzorwulu DigitalCo,Education,Ashanti,Akan,0.5,Male,23,No,14,750543.31,373.8,164944.47,1,no,,30308.89,Renovation,None,,1,No,,Approve,C,21/10/2025,0590118256,0,0
SBG-2025-00538,Tarkwa HardwareVentures,Retail/Trading,Greater Accra,Akan,1.4,Male,55,No,3,49385.03,1958.9,1520.61,199,Yes,P006476489,11254.27,Asset Purchase,Equipment,54224.24,1,No,,Approve,A,05/06/2024,0558445134,0,0
SBG-2025-01706,Nkrumah Circle ElectronicsGH,Transport,Greater Accra,Ga-Adangbe,0.6,Female,44,No,1,114727.2,2911.38,3644.4,2,N,,40981.48,Renovation,Guarantor Only,0,2,No,,Approve,B,04/09/2024,0249088072,0,0
SBG-2025-02968,Tamale Agri ServicesCo,Education,Greater Accra,Ewe,4.1,Female,39,No,17,110059.39,6020.8,9138.39,8,Yes,,41384.65,Asset Purchase,Cash Deposit,345811.96,1,No,,Approve,A,04/20/2025,0201799166,0,0
SBG-2025-00246,Dansoman TradingVentures,ICT,Volta,Ewe,13.2,Male,19,No,1,44485.13,8441.15,547.03,67,Y,,8785.35,Vehicle Purchase,Land,15471.11,3,No,463,Approve,B,10/04/2025,0243898819,0,0
SBG-2025-00785,Madina Auto PartsLtd,Manufacturing,Upper West,Mole-Dagbani,1,Male,42,No,3,6095.11,1882.58,13878.61,39,Yes,V001345017,104167.13,Inventory Purchase,Land,59636.23,0,,,Refer,C,22/09/2024,0205711403,0,0
SBG-2025-01410,Accra Fresh FishEnterprises,Construction,Ashanti,Akan,10.1,male,41,No,8,26195.05,2158.46,30946.68,8,Yes,,5658.61,Asset Purchase,Vehicle,18232.81,2,No,,Approve,C,16/09/2024,0542452071,0,0
SBG-2025-02538,Nana Ama TextilesVentures,ICT,Upper East,Mole-Dagbani,0.8,Female,58,Yes,1,16864.15,,7690.81,34,yes,P009458347,76320.47,Equipment,Cash Deposit,137515.77,2,No,615,Approve,B,08/01/2024,0268615711,0,0
SBG-2025-00155,Kofi MotorsLtd,Transport,Ashanti,Akan,21.2,female,31,No,4,7641.78,27873.81,18188.82,31,No,V002018845,72195.09,Debt Refinancing,Property,14393.4,1,No,,Refer,B,17/11/2025,0548744634,0,0
SBG-2025-01687,Nana Ama TextilesEnterprises,Manufacturing,Ashanti,Ga-Adangbe,12.8,M,47,No,1,"GHS 37,929.43",27870.15,16513.04,25,Yes,C008307326,23709.68,Debt Refinancing,Equipment,4205.93,1,No,504,Approve,C,22/03/2025,0246364626,0,0
SBG-2025-00626,Adenta ConstructionLtd,Mining/Quarrying,Ashanti,Akan,2.3,male,999,No,3,15211.58,572.39,4908.33,54,N,P007129789,18799.08,Vehicle Purchase,Property,24685.21,2,No,701,Approve,C,07/05/2025,0548671978,172,1
SBG-2025-02913,Madina Auto Parts,Mining/Quarrying,Greater Accra,Akan,6.5,male,44,No,6,55715.93,5168.41,,9,0,V007538800,15146.81,Renovation,Land,44462.5,1,No,,Approve,B,27/08/2025,0279765813,0,0
SBG-2025-01347,Techiman Market StoreVentures,Transport,Ashanti,Akan,2.1,F,36,No,20,72103.67,16447.32,6590.08,21,No,V001243401,12941.01,Business Expansion,Vehicle,33353.24,1,No,447,Approve,A,23/10/2025,0550433260,0,0
SBG-2025-00570,Tarkwa HardwareGH,Hospitality,Ashanti,Ewe,2.1,Female,54,No,2,206671.4,1641.16,1778.77,3,1,,60483.79,Business Expansion,Cash Deposit,4546.04,0,,,Decline,D,14/07/2025,0598800500,152,1
SBG-2025-02970,Dansoman TradingGH,Services,Greater Accra,Ewe,3.4,male,47,Yes,4,"GHS 18,101.89",15762.91,408.19,21,No,P002737257,12009.08,Renovation,Vehicle,18041.69,0,,541,Decline,A,14/07/2024,0596958329,0,0
SBG-2025-01759,East Legon Properties,ICT,Northern,Grusi,0.6,Female,39,No,1,$3556.93,1546.57,,25,No,P002475744,57632.32,Asset Purchase,None,,0,,,Approve,B,09/05/2025,0555427697,0,0
SBG-2025-01817,Sowutuom VenturesEnterprises,ICT,Northern,Mole-Dagbani,1.8,female,39,No,49,584787.92,6499.79,7818.07,16,No,C007283865,35427.72,Asset Purchase,Property,34888.3,0,No,,Approve,B,12/11/2024,0548125213,0,0
SBG-2025-02066,Golden Gate Imports,Mining/Quarrying,Ashanti,Akan,7.7,Male,48,No,1,44712.32,9621.9,2446.02,33,Yes,C002712312,7044.97,Renovation,Vehicle,,1,No,451,Approve,A,23/07/2024,0549493805,0,0
SBG-2025-00128,Axim FisheriesLtd,Services,Volta,Ewe,9.9,Male,56,No,7,5841.21,3391.51,1661.7,23,No,C003000635,2907.25,Debt Refinancing,Guarantor Only,0,2,No,,Approve,D,06/07/2025,0248418259,68,1
SBG-2025-02777,Grace Foods Ltd,Retail/Trading,Greater Accra,Ewe,0.2,M,39,No,17,12998.89,3556,12883.56,0,0,V008373085,31525.36,Vehicle Purchase,Guarantor Only,,3,No,613,Refer,E,14/11/2024,0279360006,89,1
SBG-2025-02007,Volta FarmsGH,Construction,Greater Accra,Mole-Dagbani,3,Female,44,No,10,126719.65,1593.44,2339.73,48,1,P006370027,13293.38,Asset Purchase,Guarantor Only,0,3,No,,Approve,A,02/14/2025,0542284234,0,0
SBG-2025-00981,Adom VenturesVentures,Manufacturing,Ashanti,Akan,2,Female,51,No,27,496847.53,1032.04,3229.09,2,yes,P009091903,51300.74,Inventory Purchase,Vehicle,,0,,,Approve,A,20/07/2025,0542025910,0,0
SBG-2025-00053,Kumasi MetalworksVentures,Healthcare,Upper West,Mole-Dagbani,14,F,36,No,12,152967,1384.67,,2,Yes,PENDING,61185.08,Working Capital,Property,,1,No,,Approve,B,06/05/2025,0267580394,0,0
SBG-2025-00191,Ashongman EstatesCo,Hospitality,Ashanti,Ewe,0.5,M,34,No,40,37005.59,1380.64,13221.13,55,Y,,11358.96,Equipment,Guarantor Only,0,0,,,Approve,B,04/21/2024,0272924795,0,0
SBG-2025-01140,Tema Cold StorageLtd,Services,Eastern,Ga-Adangbe,4.5,Male,26,No,27,89614.84,9167.17,9581.04,9,no,C007535578,42673.78,Working Capital,Equipment,9617.7,3,No,719,Approve,C,11/13/2024,0550387216,0,0
SBG-2025-00993,Ho ElectricalVentures,Manufacturing,Greater Accra,Akan,1.6,Female,31,No,6,486572.05,1243.9,,23,No,V007711417,15364.3,Asset Purchase,Equipment,46125.75,1,Yes,,Approve,B,02/11/2025,0595794313,0,0
SBG-2025-00700,Pantang AgribusinessEnterprises,Healthcare,Central,Akan,3.3,Male,53,No,3,229853.17,,14635.27,57,1,,8183.09,Business Expansion,Guarantor Only,0,1,No,,Approve,B,16/07/2025,0552776172,0,0
SBG-2025-00607,Tarkwa HardwareEnterprises,Mining/Quarrying,Ashanti,Ga-Adangbe,1.2,Male,51,No,6,10462.91,15706.74,7444.57,149,0,P003409992,6408.33,Business Expansion,None,0,1,No,,Approve,A,12/19/2024,0591478909,0,0
SBG-2025-00181,Cape Coast HospitalityGH,Construction,Savannah,Mole-Dagbani,200,female,46,No,26,15947.52,691.03,5025.97,5,No,V000014857,3169.96,Equipment,Guarantor Only,0,0,,,Approve,B,15/05/2024,0264991160,0,0
SBG-2025-00302,Cape Coast HospitalityGH,Services,Bono East,Guan,3.8,M,57,No,8,138997.18,,,4,Yes,V006488706,20500.14,Debt Refinancing,Stock/Inventory,57542.58,0,,,Decline,A,01/18/2025,0271600541,0,0
SBG-2025-02545,Agbogbloshie RecyclingVentures,Manufacturing,Greater Accra,Ga-Adangbe,0.5,female,31,No,1,36166.91,5203.65,49856.21,24,Yes,V006111720,8048.23,Vehicle Purchase,Property,,1,No,,Decline,A,21/12/2025,0279520663,0,0
SBG-2025-02812,Sowutuom VenturesEnterprises,Mining/Quarrying,Oti,Ewe,5.1,Male,21,Yes,17,13925.79,2048.59,155279.37,12,yes,P000254984,10938.23,Working Capital,Land,12952.9,0,,585,Decline,A,11/06/2025,0592215689,0,0
SBG-2025-01061,Kofi MotorsEnterprises,Hospitality,Greater Accra,Mole-Dagbani,10.3,female,35,No,11,56816.82,,8007.29,108,Yes,P006429717,6266.33,Vehicle Purchase,Equipment,28677.32,0,,,Approve,B,15/02/2025,0598214706,0,0
SBG-2025-02856,Ama Beauty SuppliesVentures,Education,Western,Akan,3.5,F,50,No,4,55840.52,2127.65,6727,9,No,V004593113,52951.66,Vehicle Purchase,Stock/Inventory,56330.8,3,No,,Approve,C,01/05/2025,0246990443,0,0
SBG-2025-02915,Kofi Motors,Construction,Volta,Guan,1.3,Female,53,No,1,96221.75,4450.33,80310.17,16,Yes,,5805.54,Working Capital,Cash Deposit,30818.34,1,No,534,Approve,D,05/01/2025,0249658131,146,1
SBG-2025-02566,Dzorwulu DigitalEnterprises,Transport,Northern,Mole-Dagbani,1.7,Female,44,No,7,58285.47,1845.24,4031.99,20,0,P003685405,30168.48,Renovation,Guarantor Only,0,0,,,Refer,C,16/07/2024,0594561507,0,0
SBG-2025-01070,Legon Tech Hub,Transport,Greater Accra,Akan,1.7,male,36,No,5,41157.42,2430.36,4765.1,8,0,,185065.99,Debt Refinancing,Cash Deposit,33620.18,4,No,422,Approve,C,26/08/2024,0245614876,0,0
SBG-2025-02525,Dzorwulu DigitalLtd,Mining/Quarrying,Western,Akan,8.2,F,35,Yes,124,,3481.91,285.66,3,no,V006177695,7680.79,Asset Purchase,Cash Deposit,64492.83,2,No,,Decline,A,04/01/2024,0274157155,0,0
SBG-2025-02206,Ama Beauty SuppliesVentures,Construction,Bono East,Akan,12.5,male,38,No,9,6174.23,1805.68,14001.26,4,Yes,C004203070,3688.63,Business Expansion,Property,,3,No,,Decline,B,03/01/2025,0590354962,0,0
SBG-2025-01244,Ashongman EstatesEnterprises,Education,Oti,Ewe,9.3,Male,27,No,3,$21952.43,,56438.13,0,No,P005210406,9619.93,Vehicle Purchase,Cash Deposit,28722.85,1,No,,Approve,C,01/20/2024,0596285664,0,0
SBG-2025-00017,Tema Cold StorageVentures,Construction,Volta,Ewe,1.8,M,36,No,28,140500.58,1730.37,3229.62,13,Yes,,13420.2,Working Capital,Stock/Inventory,3966.05,0,,,Approve,A,03/11/2025,0547380869,0,0
SBG-2025-00473,Labadi ImportsGH,Construction,Ashanti,Akan,0.2,F,41,No,2,89120.61,,27940.61,38,Y,,17851.38,Vehicle Purchase,Vehicle,,1,No,,Approve,C,10/06/2024,0277638166,0,0
SBG-2025-00547,Accra Fresh FishEnterprises,Hospitality,Bono East,Akan,0.6,Male,21,No,1,,2003.22,23929.85,31,yes,C008564253,40857.2,Vehicle Purchase,Vehicle,4000.11,1,Yes,241,Approve,D,08/02/2024,0555000096,169,1
